video_id,comment_id,text,author,like_count,published_at,channel_id,channel_name
60KJz1BVTyU,Ugx8Bm35CJOTd1Wc4mR4AaABAg,I get a migraine if I don’t eat lunch while continuing to work through the day,@lutaayam,0.0,2023-10-22T08:03:47Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugzwj75cfwqlw_Dbtll4AaABAg,I am so sorry Jacky..,@sheereen-gy9ih,0.0,2023-09-23T19:14:53Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzSDeYm3LBpWnI34Ft4AaABAg,"I think if Square folllow the formula of Facebook and Tweets both then it will be best platform for common peoples. Facebook popular in common people&#39;s. But Tweets most powerful among the all social platform. But Tweets using only VIPs and Facebook using VIPs and common peoples both. But make sure no one can create a fake ID. Everyone can join this social media only if they use their own name and national identity card number. Then no one can abuse this social media. This social media will be full freedom for all classes of peoples. So we are waiting for something new from Jack Dorsey. <br><br><a href=""http://www.youtube.com/results?search_query=%23ndtv"">#NDTV</a> <a href=""http://www.youtube.com/results?search_query=%23williamwales"">#williamwales</a> <a href=""http://www.youtube.com/results?search_query=%23hindustantimes"">#HindustanTimes</a> <a href=""http://www.youtube.com/results?search_query=%23banglavision"">#BanglaVision</a> <a href=""http://www.youtube.com/results?search_query=%23rahulgandhi"">#RahulGandhi</a> <a href=""http://www.youtube.com/results?search_query=%23republic"">#Republic</a> <a href=""http://www.youtube.com/results?search_query=%23sajeebwazed"">#SajeebWazed</a> <a href=""http://www.youtube.com/results?search_query=%23globaltime"">#globaltime</a> <a href=""http://www.youtube.com/results?search_query=%23jagonews24"">#JagoNews24</a> <a href=""http://www.youtube.com/results?search_query=%23chinadailyhongkong"">#chinadailyhongkong</a> <a href=""http://www.youtube.com/results?search_query=%23cnnnews"">#CnnNews</a>  <a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a> <a href=""http://www.youtube.com/results?search_query=%23modernchina"">#modernchina</a> <a href=""http://www.youtube.com/results?search_query=%23bbc%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE"">#bbcবাংলা</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a>  <a href=""http://www.youtube.com/results?search_query=%23mohammedbinsalman"">#MohammedBinSalman</a> <a href=""http://www.youtube.com/results?search_query=%23voa"">#VOA</a> <a href=""http://www.youtube.com/results?search_query=%23narendramodi"">#NarendraModi</a> <a href=""http://www.youtube.com/results?search_query=%23vladimirputin"">#VladimirPutin</a> <a href=""http://www.youtube.com/results?search_query=%23justintrudeau"">#JustinTrudeau</a> <a href=""http://www.youtube.com/results?search_query=%23presidentjoebiden"">#PresidentJoeBiden</a>  <a href=""http://www.youtube.com/results?search_query=%23indiannationalcongress"">#IndianNationalCongress</a> <a href=""http://www.youtube.com/results?search_query=%23xijinping"">#XiJinping</a> <a href=""http://www.youtube.com/results?search_query=%23anthonyalbanses"">#anthonyalbanses</a> <a href=""http://www.youtube.com/results?search_query=%23mohamedbinzayedalnahyan"">#MohamedbinZayedAlNahyan</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeratv"">#aljazeeraTV</a> <a href=""http://www.youtube.com/results?search_query=%23rishisunakmp"">#rishisunakmp</a> <a href=""http://www.youtube.com/results?search_query=%23mallikarjunkharge"">#MallikarjunKharge</a> <a href=""http://www.youtube.com/results?search_query=%23reuters"">#Reuters</a>",@user-gz8vf3pl3k,0.0,2023-07-30T12:37:29Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwVl2MCr7ppOMWxRfB4AaABAg,6/15/23 - 2,@zbdsgvb,0.0,2023-06-16T03:18:59Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugyb7tMbAGGXFH_SFdp4AaABAg,You mentioned a round 2 with Jack in this podcast :),@mzlittle,0.0,2023-05-31T18:30:23Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzX0qI3qrk27SJVp3R4AaABAg,Ratatouille isn&#39;t the best Pixar film however the comedic value of the reference was valuable.,@BitcoinPatriot,0.0,2023-05-04T12:04:24Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwDcNYh1vT5hsWKLzx4AaABAg,Jack&#39;s an interesting guy. Nice convo.,@NeuraPod,0.0,2023-04-25T19:29:54Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyFcivBfIxid3UXUAl4AaABAg,I adore both Lex &amp; Jack! What an incredible conversation to listen in on. I learnz so much. 😃,@Ms.Opportunity-og9yu,0.0,2023-04-04T23:58:01Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugyk0tfW6oxRFpvd3wJ4AaABAg,Worth 😃.,@diptyprakashswain1121,0.0,2023-03-30T08:45:54Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwHVmAG_Q0PcwHodR54AaABAg,"Seems to me that most, if not all, hugely profitable technology companies are the handmaidens of the ruling elite. They do the bidding of their masters--and the ultimate goals seem to be depop and enhanced control of the masses. It has historically been and always will be a master/slave paradigm.",@christinemartin63,1.0,2023-03-04T21:22:07Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugys43KJrcUPc_t35lB4AaABAg,"The quality of the guests and interviews on this podcast are outstanding. Lex really turned out to be a very interesting interviewer, getting the best out if these gifted guests.",@burkebaby,0.0,2023-02-14T13:04:07Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyakSEilpN6swIlR0R4AaABAg,"<a href=""https://www.youtube.com/watch?v=60KJz1BVTyU&amp;t=1648"">27:28</a>. Facts",@Nargle19.,0.0,2023-02-07T19:26:56Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwxVxbbEdjtHnmm7ed4AaABAg,"Minute 23. I&#39;ve been listening.  Am trying to follow.  So now,  I&#39;m Laughing so hard.   Thanks guys.",@Nargle19.,0.0,2023-02-07T19:12:24Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwWps_1W78woLs6lkl4AaABAg,Seems like the length of the podcast depends on where it takes place. Podcasts in Lex&#39;s place would be about 2 3 hours.,@zafarkamolov,0.0,2023-01-31T15:46:02Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugy7ZrG9LXW35iBZ5894AaABAg,That Dorsey water carton.,@Nargle19.,0.0,2023-01-28T12:25:27Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyKCZFBUYHGZdFN3Ap4AaABAg,"The fear of A.I. is justified, because of the moral implications of knowing &quot;good and evil&quot; and a formatting a rational behind it...I dont think we can put ourselves in the place of God....",@coverholser7,0.0,2023-01-26T08:23:11Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgxdgPpKblHb7yBU_tl4AaABAg,"<a href=""https://www.youtube.com/watch?v=60KJz1BVTyU&amp;t=2860"">47:40</a> First real smile.",@Nargle19.,0.0,2023-01-25T18:36:06Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgxDPyDYJW7nippHHFt4AaABAg,"Cowboy Church - Colbert, OK.  Play Days.",@Nargle19.,0.0,2023-01-25T17:34:01Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugw1iNniRwJBSDW_wmB4AaABAg,"<a href=""https://www.youtube.com/watch?v=60KJz1BVTyU&amp;t=350"">5:50</a> ..Open-ended questions are a powerful tool, and no need to show you&#39;re smart too by listing all the possibilities...just...&quot;what are the top 3-5 challenges in doing &quot;x&quot; ?&quot;",@bill6698,0.0,2023-01-24T10:42:23Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzwVyXlzZoxZ32w9rx4AaABAg,Atheists Threatened to kill God so God killed atheists Christopher Hitchens dead of cancer,@johnsmith-rd3zx,0.0,2023-01-05T20:24:10Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzoWFFlEmE17vgXWOd4AaABAg,Promoting universal basic income shows a real fundamental misunderstanding for human nature,@freedomfight1933,1.0,2022-12-23T21:28:51Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugx9-4j2rPi3HgklBCV4AaABAg,MEAT IS MURDER jack!,@thesensualworld9290,0.0,2022-12-15T15:26:00Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugz_GjiSeyHBiXTtCYB4AaABAg,This guy might be facing 5 years in prison for perjury.,@Youtuber-xs9cp,0.0,2022-12-12T11:16:25Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugxisprna7gvaVyzMoZ4AaABAg,To hear Jack talk about transparency is…???…almost funny if it wasn’t so false…,@thanoschermerhorn4864,2.0,2022-12-09T06:54:59Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugxtf_Ys9GyNzwMN1tB4AaABAg,"It sounds like Lex did no homework on this charlatan, Jack Dorsey…he’s talking to him like he is this brilliant person when in fact he is completely nefarious…and living in and with darkness…",@thanoschermerhorn4864,2.0,2022-12-09T06:41:56Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgxkOqpiobHx_R4wrSF4AaABAg,Too bad Jack Dorsey is such a bold THIEF…it’s easy to give away a billion when you have stolen 4 billion by stabbing your bleeding friend in the back…time will tell,@thanoschermerhorn4864,1.0,2022-12-09T06:30:47Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyDKeEvqUO4c1RJdbp4AaABAg,"&quot;there are probably other ways we have ended this and similar simulations that may have been better&quot;........pure gold.... i need this on a tattoo....gracias, Lex.....in spire ation square d...",@drSamovar,2.0,2022-12-04T15:35:35Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzU1JjImt89BQECn494AaABAg,Agent smith,@sharangkulkarni1759,0.0,2022-11-20T19:21:32Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgxfUpn21Qao5RFr2Fl4AaABAg,RIP Twitter! 🤡,@roygbiv1938,0.0,2022-11-16T21:01:24Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgywaWQ8JR07KyTfzeR4AaABAg,excellent interview,@ivanmarc3155,0.0,2022-11-14T19:33:40Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwMbDm6w7ROFBRyA0p4AaABAg,"It doesn&#39;t matter if you are in a simulation or not, what you experience with others is real",@ATXpert,0.0,2022-11-04T21:25:13Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugy-XvMzILG0ENTwJy14AaABAg,cool!!!,@nomonerdene9134,0.0,2022-11-02T15:47:16Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugz9deY_AbHiJzKBfzl4AaABAg,"quick value note / time demand: 20 min:  following Dorseys comment on this podcast, i can recommend reading Harrari &gt; Book: 21 lessons &gt; Chapter: 21 MEDITATION..... Do it. it adds value.",@philippwaag2173,1.0,2022-10-24T07:52:47Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyQYYuzBlTBDOekY8J4AaABAg,Anyone that seriously discusses having a relation with a computer is far down the spectrum,@addhoc256,0.0,2022-09-11T14:04:32Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyLKHm4SJwvwREtweB4AaABAg,i agree on meditation creating awareness,@Deliciasdelahumanity,1.0,2022-09-08T19:06:39Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugwx-I8SuIs2V48BEM54AaABAg,Thanks!,@quangtran3,1.0,2022-08-26T21:48:17Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugyjyt8YX3ulTry33wp4AaABAg,Thank you Lex for this podcast. Thank you Jack as well for sharing his thought process.,@tarunommadan,0.0,2022-08-22T12:46:59Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgxW_e8Vv3W3F78DMON4AaABAg,I believe JackD. I tried for me. And get lots of things from one time meal balancing food energy and mind energy. I focus my opposite attraction and positive attraction .,@nurnobipramanik5595,0.0,2022-08-21T06:41:58Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzMlhbThtkvl1OZxBx4AaABAg,"<a href=""https://www.youtube.com/watch?v=60KJz1BVTyU&amp;list=PLXYOplZ547nvn3QzaDFiWTxk1S8x525c4&amp;t=477"">https://youtu.be/60KJz1BVTyU?list=PLXYOplZ547nvn3QzaDFiWTxk1S8x525c4&amp;t=477</a>",@patrickolsen473,0.0,2022-08-12T12:21:29Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugz2aDLGBVC4egQmK1V4AaABAg,Excellent 👌,@malixusjeb50,0.0,2022-08-01T20:33:59Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugz20z3J0UgyJUvDoI14AaABAg,?? Am I the only one that thinks this show would be soooo much better if the host was butt naked. (Just sayin&#39; is all.),@iam1ina1000000,0.0,2022-07-11T04:52:46Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyWN6USQG3xNHZPYbl4AaABAg,Respect,@DanKro,0.0,2022-07-07T16:05:23Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugy2aTYUzewAqosYrF94AaABAg,Regardless of how this system is created hardware software....the fundamental thought process has been trust people and create a tool that they can use to buy and sell their goods .... this is incredible !!,@LS-xn1zu,0.0,2022-07-07T13:05:56Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyaqCYZWMBZwoSkQTx4AaABAg,"The dude needs to switch back to this style, shorter beard and short-cut hair. Looks much better.",@chesstictacs3107,0.0,2022-06-11T21:21:24Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgxZQQg3O2q8-mO6et14AaABAg,"&quot;I also love suffering, because I&#39;m Russian&quot;.......explains Gorky, Dostoevsky and Putin in one cogent sentence.",@massivecumshot,0.0,2022-05-28T14:25:28Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwXP_gbF58MK2BQPQB4AaABAg,What happen. To William noah,@samly7871,0.0,2022-05-28T08:43:52Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzNFXcrmuWEMRFW0vp4AaABAg,it feels like 2 corpses are speaking to each other 😂,@ManOfSteel1,1.0,2022-05-25T10:20:12Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugypr7Al9igsqtKSwDx4AaABAg,It pisses me off even more that covid was and is a weapon. These sinister psychopaths are taking advantage and exploiting the good nature of humanity.  These psychopaths are incapable of empathy that is what makes them psychopaths among other things<br><br>Military tribunals are in order,@jonathansonnier3078,0.0,2022-05-22T05:06:14Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwtKR6wEAzP1HFk6It4AaABAg,"Great job Lex! You are my favourite podcaster, would love to see round 2 with Jack.",@stefanborek7101,0.0,2022-05-16T11:14:20Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgxCsEmByZrGKvs9y994AaABAg,thank you lex for introducing us to jack dorsey  he is a great man ....i had no idea he was this fabulous of a peson,@judiechamblee9581,0.0,2022-05-10T18:39:05Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugyb5ZLTyfl-JHDtPtZ4AaABAg,I cannot get past how Dorsey presided over the death of free speech on Twitter for half of Americans.  The woke-cult is brainwashed to think that the Bill of Rights are bad and that ordinary voters are too stupid to hear all sides of arguments.  Dorsey implicitly at least encouraged that.  And he pretended to be ignorant of the Twitter&#39;s anti-freedom policies when confronted on Rogan.  I cannot believe that he is honest about being a humanitarian,@robertgrayraleigh,2.0,2022-05-09T13:16:31Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgymWzMH4HPSUBs54Bp4AaABAg,Block is a great stock to buy!,@chaseofori-atta2225,0.0,2022-05-03T19:33:31Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwY6swaewfrndPVKHR4AaABAg,Hey love the pod . But waiting  for the bringing back him..!,@AkshayKumar-uv7ef,0.0,2022-05-01T16:11:50Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyuMQ8YKnVExJMNCkF4AaABAg,Lex when you ask the question: are you Satoshi? it’s best like you’ve done before ask slow and use pauses for dramatic effect 😅 it’s so much better! Like the Sergei interview,@steinitzb,0.0,2022-04-28T08:01:15Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgyCAh9VdQXtjYNcPll4AaABAg,"I love part: ~30-35 minutes in, where they are talking about awareness on decisions one may be giving over without understanding the tools being used by GOOGLE and there of not being in complete control over one&#39;s own decisions. I like the &quot;hook&quot;, JACK gave too on the book on meditation. I might pick it up and read it someday, with JACK, IF EVER THE OPPORTUNITY, and discuss it with him. lol🤔",@traditionstlc3315,0.0,2022-04-08T19:31:44Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgxUK8ZHX28kbhVPUOh4AaABAg,&quot;I&#39;m Russian and we Russians love suffering&quot; this aged well.,@qondohmbokwana9013,0.0,2022-03-21T22:16:47Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwCLLye_c-A-wdkTKJ4AaABAg,"You are a great interviewer and you have attracted a good number of people, but also very expensive.",@roshnishetty3076,0.0,2022-03-04T08:57:37Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugy1djmYlBgP8HK1ISt4AaABAg,Jack is a pretty cool dude when he doesn&#39;t interfere in elections,@ElTimotoCuca,0.0,2022-03-02T14:56:11Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzyKitnF9i8JCmT3G14AaABAg,Jack eats once a day by choice<br><br>I eat once a day because I have to... we are not the same.,@Sly.,0.0,2022-03-02T03:51:01Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzP6ZoVoOa9TRFvwhd4AaABAg,Three brands of water for Mr. Jack...,@PDMarks,0.0,2022-03-01T15:10:34Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugww-DCA3Q9_X1Z9jM94AaABAg,"Bitcoin, not cryptocurrency a.k.a shitcoin.",@mynlm,0.0,2022-02-26T14:41:44Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgzrYIKJ9zUGyvjCLx14AaABAg,Is that Obama Sauce on Dorsey&#39;s Chin....?,@avpowerstn1,0.0,2022-02-23T21:56:40Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugxr6vM4Y5hOkv2pBCh4AaABAg,"If you compare <a href=""http://www.youtube.com/results?search_query=%23bitgert"">#Bitgert</a> to other big hitters. $BRISE remained strong despite the downward trend of the entire crypto market. Can you just imagine its growth in a better overall environment? It&#39;s just going to get better from here. <a href=""http://www.youtube.com/results?search_query=%23bitgertarmy"">#bitgertarmy</a>",@nickynate629,0.0,2022-02-21T15:38:08Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgznRRobBtaxi65EwUN4AaABAg,Jack uncle is dumb and old enough to not handle great responsibilities. He took a right decision by stepping down as twitter ceo. He should take rest at home and spend quality time with his family. But sometimes he becomes too delusional about his wierd projects.,@Admin-dx5ew,0.0,2022-02-21T09:26:12Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugx5YDz4bBM4r14Bp3p4AaABAg,Love this! both of you very grounded. Thanks for the interview.,@facundolopez1792,0.0,2022-02-16T17:30:52Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,UgwQAw_a0mx-aqBkTCh4AaABAg,Why is Twatter aaahole?,@schlepers,1.0,2022-02-11T17:40:32Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugx-8rBp56m5Q6Xgp8x4AaABAg,Ratatouille is an awesome movie...!,@aumnieaum3188,0.0,2022-02-11T08:34:19Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
60KJz1BVTyU,Ugx5LMJmyYMHgqBQ4RF4AaABAg,"<a href=""https://www.youtube.com/watch?v=60KJz1BVTyU&amp;t=2881"">48:01</a> As he states; &#39;meaning&#39; is SUBJECTIVE. No one can define &#39;the meaning of life&#39; for others.",@filsdejeannoir1776,0.0,2022-02-09T06:28:41Z,UCSHZKyawb77ixDdsGog4iWA,Lex Fridman
